dataset,nb_class,model,iteration,thread_time,process_time,raw_time,liczba_regul,srednia_dlugosc_reguly,suma_warunkow,train_acc,test_acc,train_bacc,test_bacc
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,9,80.574,80.574,80.574,10.0,4.5,45.0,0.833,0.842,0.767,0.772
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,0,38.736,38.736,38.736,8.0,4.375,35.0,0.793,0.786,0.779,0.78
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,1,74.943,74.943,74.943,10.0,4.5,45.0,0.834,0.831,0.776,0.773
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,48.885,48.885,48.885,8.0,4.375,35.0,0.795,0.794,0.78,0.773
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,74.103,74.103,74.103,10.0,4.6,46.0,0.834,0.839,0.775,0.786
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,4,43.806,43.806,43.806,8.0,4.875,39.0,0.795,0.8,0.789,0.793
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,5,46.887,46.887,46.887,8.0,4.625,37.0,0.794,0.791,0.788,0.79
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,6,47.347,47.347,47.347,8.0,4.625,37.0,0.796,0.789,0.789,0.783
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,7,42.113,42.113,42.113,8.0,4.625,37.0,0.794,0.785,0.78,0.767
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,8,47.148,47.148,47.148,8.0,4.25,34.0,0.793,0.792,0.775,0.775
adult,2,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,9,71.237,71.237,71.237,10.0,4.5,45.0,0.833,0.842,0.767,0.772
adult,2,RuleKit_mincov-5_measure-C2,0,1628.752,1628.752,1628.752,1592.0,7.093,11292.0,0.85,0.843,0.786,0.776
adult,2,RuleKit_mincov-5_measure-C2,1,1686.581,1686.581,1686.581,1464.0,7.194,10532.0,0.853,0.847,0.78,0.772
adult,2,RuleKit_mincov-5_measure-C2,2,1777.733,1777.733,1777.733,1565.0,7.328,11469.0,0.851,0.845,0.772,0.756
adult,2,RuleKit_mincov-5_measure-C2,3,1906.657,1906.657,1906.657,1667.0,7.127,11880.0,0.851,0.853,0.776,0.781
adult,2,RuleKit_mincov-5_measure-C2,4,1769.435,1769.435,1769.435,1615.0,7.191,11614.0,0.853,0.857,0.767,0.772
adult,2,RuleKit_mincov-5_measure-C2,5,1622.911,1622.911,1622.911,1431.0,6.95,9946.0,0.855,0.85,0.762,0.761
adult,2,RuleKit_mincov-5_measure-C2,6,1717.669,1717.669,1717.669,1641.0,7.069,11601.0,0.852,0.843,0.78,0.772
adult,2,RuleKit_mincov-5_measure-C2,7,1743.499,1743.499,1743.499,1600.0,7.148,11436.0,0.85,0.849,0.774,0.772
adult,2,RuleKit_mincov-5_measure-C2,8,1465.112,1465.112,1465.112,1628.0,7.212,11741.0,0.849,0.849,0.791,0.791
adult,2,RuleKit_mincov-5_measure-C2,9,1711.157,1711.157,1711.157,1587.0,7.048,11185.0,0.852,0.847,0.777,0.766
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,0,9.551,9.551,9.551,20.0,6.05,121.0,0.84,0.839,0.771,0.773
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,1,8.539,8.539,8.539,20.0,5.85,117.0,0.838,0.835,0.794,0.788
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,11.315,11.315,11.315,20.0,6.05,121.0,0.835,0.834,0.789,0.782
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,9.225,9.225,9.225,20.0,5.7,114.0,0.839,0.841,0.786,0.789
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,4,10.64,10.64,10.64,20.0,5.6,112.0,0.836,0.841,0.786,0.792
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,5,7.564,7.564,7.564,20.0,5.65,113.0,0.837,0.834,0.789,0.796
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,6,9.734,9.734,9.734,20.0,5.85,117.0,0.837,0.826,0.79,0.776
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,7,9.42,9.42,9.42,20.0,5.65,113.0,0.835,0.834,0.795,0.787
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,8,12.296,12.296,12.296,20.0,6.25,125.0,0.832,0.832,0.789,0.788
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10,9,11.237,11.237,11.237,20.0,5.9,118.0,0.833,0.834,0.79,0.782
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,0,158.775,158.775,158.775,200.0,6.83,1366.0,0.848,0.843,0.789,0.785
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,1,164.763,164.763,164.763,200.0,6.915,1383.0,0.847,0.846,0.791,0.793
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,152.926,152.926,152.926,200.0,6.985,1397.0,0.849,0.845,0.79,0.781
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,160.653,160.653,160.653,200.0,7.1,1420.0,0.848,0.85,0.787,0.791
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,4,161.367,161.367,161.367,200.0,6.765,1353.0,0.848,0.852,0.792,0.793
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,5,146.693,146.693,146.693,200.0,6.87,1374.0,0.849,0.846,0.792,0.794
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,6,155.82,155.82,155.82,200.0,6.91,1382.0,0.849,0.839,0.79,0.78
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,7,167.165,167.165,167.165,200.0,6.885,1377.0,0.849,0.847,0.785,0.78
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,8,169.136,169.136,169.136,200.0,6.785,1357.0,0.847,0.846,0.783,0.782
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-100,9,163.985,163.985,163.985,200.0,6.675,1335.0,0.846,0.844,0.787,0.781
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,0,285.48,285.48,285.48,318.0,7.135,2269.0,0.849,0.846,0.788,0.786
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,1,289.72,289.72,289.72,292.0,6.935,2025.0,0.849,0.849,0.791,0.791
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,275.651,275.651,275.651,314.0,7.146,2244.0,0.85,0.845,0.789,0.781
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,333.709,333.709,333.709,334.0,7.102,2372.0,0.852,0.854,0.783,0.788
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,4,325.807,325.807,325.807,324.0,7.043,2282.0,0.849,0.856,0.784,0.788
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,5,239.325,239.325,239.325,286.0,6.923,1980.0,0.848,0.845,0.789,0.792
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,6,308.482,308.482,308.482,328.0,6.991,2293.0,0.851,0.844,0.786,0.78
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,7,278.721,278.721,278.721,320.0,7.109,2275.0,0.85,0.85,0.787,0.782
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,8,328.624,328.624,328.624,326.0,7.187,2343.0,0.85,0.851,0.788,0.787
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,9,281.191,281.191,281.191,318.0,6.89,2191.0,0.851,0.845,0.787,0.774
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,0,1166.081,1166.081,1166.081,796.0,7.247,5769.0,0.852,0.845,0.783,0.774
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,1,956.589,956.589,956.589,732.0,7.223,5287.0,0.851,0.848,0.788,0.786
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,1036.553,1036.553,1036.553,782.0,7.274,5688.0,0.85,0.843,0.784,0.771
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,1203.046,1203.046,1203.046,834.0,7.393,6166.0,0.852,0.853,0.774,0.779
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,4,1080.105,1080.105,1080.105,808.0,7.329,5922.0,0.85,0.854,0.775,0.778
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,5,910.058,910.058,910.058,716.0,7.215,5166.0,0.85,0.85,0.783,0.79
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,6,1099.338,1099.338,1099.338,820.0,7.274,5965.0,0.852,0.843,0.78,0.772
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,7,1081.106,1081.106,1081.106,800.0,7.311,5849.0,0.852,0.851,0.782,0.778
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,8,1016.605,1016.605,1016.605,814.0,7.141,5813.0,0.849,0.85,0.78,0.777
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,9,1143.918,1143.918,1143.918,794.0,7.115,5649.0,0.851,0.848,0.786,0.779
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,0,2.161,2.161,2.161,6.0,5.167,31.0,0.824,0.82,0.734,0.733
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,1,1.99,1.99,1.99,6.0,5.0,30.0,0.789,0.783,0.75,0.738
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,1.539,1.539,1.539,6.0,4.833,29.0,0.792,0.79,0.752,0.746
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,1.838,1.838,1.838,6.0,4.667,28.0,0.82,0.83,0.731,0.747
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,4,1.836,1.836,1.836,6.0,5.0,30.0,0.823,0.825,0.733,0.737
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,5,1.759,1.759,1.759,6.0,4.5,27.0,0.789,0.786,0.75,0.752
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,6,1.465,1.465,1.465,6.0,4.5,27.0,0.789,0.788,0.75,0.751
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,7,1.881,1.881,1.881,6.0,5.167,31.0,0.789,0.787,0.749,0.743
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,8,1.612,1.612,1.612,6.0,4.5,27.0,0.791,0.794,0.751,0.755
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-3,9,1.578,1.578,1.578,6.0,4.833,29.0,0.789,0.792,0.75,0.751
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,0,5.025,5.025,5.025,10.0,5.6,56.0,0.831,0.827,0.763,0.761
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,1,3.747,3.747,3.747,10.0,5.4,54.0,0.83,0.827,0.76,0.755
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,4.097,4.097,4.097,10.0,5.2,52.0,0.83,0.827,0.764,0.753
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,3,3.698,3.698,3.698,10.0,5.5,55.0,0.828,0.835,0.755,0.764
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,4,4.072,4.072,4.072,10.0,5.5,55.0,0.83,0.832,0.759,0.762
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,5,4.459,4.459,4.459,10.0,5.0,50.0,0.831,0.827,0.756,0.761
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,6,3.832,3.832,3.832,10.0,4.8,48.0,0.831,0.828,0.757,0.753
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,7,4.9,4.9,4.9,10.0,5.5,55.0,0.829,0.828,0.763,0.757
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,8,4.288,4.288,4.288,10.0,5.4,54.0,0.829,0.829,0.761,0.766
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-5,9,4.098,4.098,4.098,10.0,5.2,52.0,0.829,0.833,0.759,0.754
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,0,2258.121,2258.121,2258.121,1588.0,7.167,11381.0,0.851,0.848,0.786,0.782
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,1,2105.313,2105.313,2105.313,1463.0,7.314,10700.0,0.851,0.847,0.784,0.78
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,1953.74,1953.74,1953.74,1552.0,7.183,11148.0,0.856,0.847,0.777,0.761
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,3,1959.255,1959.255,1959.255,1609.0,7.241,11650.0,0.85,0.852,0.783,0.789
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,4,2248.005,2248.005,2248.005,1615.0,7.131,11516.0,0.852,0.856,0.772,0.773
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,5,1789.147,1789.147,1789.147,1430.0,7.051,10083.0,0.854,0.849,0.774,0.772
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,6,2113.589,2113.589,2113.589,1639.0,6.91,11325.0,0.856,0.845,0.772,0.762
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,7,2102.457,2102.457,2102.457,1597.0,7.165,11443.0,0.853,0.849,0.776,0.766
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,8,2255.659,2255.659,2255.659,1627.0,7.141,11619.0,0.849,0.848,0.784,0.778
adult,2,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,9,2243.793,2243.793,2243.793,1584.0,6.984,11062.0,0.852,0.848,0.783,0.776
adult,2,RuleKit_mincov-5_measure-Correlation,0,1231.422,1231.422,1231.422,98.0,5.582,547.0,0.763,0.757,0.808,0.805
adult,2,RuleKit_mincov-5_measure-Correlation,1,1447.143,1447.143,1447.143,104.0,5.548,577.0,0.758,0.752,0.807,0.8
adult,2,RuleKit_mincov-5_measure-Correlation,2,1650.485,1650.485,1650.485,110.0,5.264,579.0,0.778,0.779,0.811,0.809
adult,2,RuleKit_mincov-5_measure-Correlation,3,1321.73,1321.73,1321.73,95.0,5.474,520.0,0.77,0.777,0.805,0.813
adult,2,RuleKit_mincov-5_measure-Correlation,4,1088.905,1088.905,1088.905,89.0,5.562,495.0,0.766,0.772,0.81,0.811
adult,2,RuleKit_mincov-5_measure-Correlation,5,1194.518,1194.518,1194.518,92.0,5.707,525.0,0.753,0.756,0.803,0.807
adult,2,RuleKit_mincov-5_measure-Correlation,6,1126.455,1126.455,1126.455,80.0,5.812,465.0,0.73,0.713,0.797,0.785
adult,2,RuleKit_mincov-5_measure-Correlation,7,1425.008,1425.008,1425.008,93.0,5.495,511.0,0.762,0.752,0.807,0.79
adult,2,RuleKit_mincov-5_measure-Correlation,8,1420.323,1420.323,1420.323,96.0,5.448,523.0,0.764,0.761,0.808,0.803
adult,2,RuleKit_mincov-5_measure-Correlation,9,1460.435,1460.435,1460.435,96.0,5.51,529.0,0.77,0.774,0.808,0.81
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,0,156.392,156.392,156.392,20.0,4.6,92.0,0.841,0.838,0.777,0.777
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,1,155.707,155.707,155.707,20.0,4.55,91.0,0.841,0.84,0.785,0.786
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,161.022,161.022,161.022,20.0,4.6,92.0,0.841,0.837,0.774,0.761
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,3,164.693,164.693,164.693,20.0,4.55,91.0,0.84,0.849,0.772,0.787
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,4,173.542,173.542,173.542,20.0,4.9,98.0,0.839,0.843,0.777,0.78
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,5,169.154,169.154,169.154,20.0,4.9,98.0,0.841,0.834,0.778,0.777
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,6,177.994,177.994,177.994,20.0,4.75,95.0,0.841,0.838,0.774,0.77
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,7,153.495,153.495,153.495,20.0,4.55,91.0,0.833,0.831,0.771,0.761
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,8,160.143,160.143,160.143,20.0,4.7,94.0,0.835,0.834,0.773,0.774
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,9,183.272,183.272,183.272,20.0,4.55,91.0,0.84,0.848,0.778,0.78
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,0,1367.567,1367.567,1367.567,87.0,5.08,442.0,0.751,0.749,0.805,0.804
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,1,1478.036,1478.036,1478.036,100.0,5.04,504.0,0.771,0.767,0.811,0.803
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,1196.618,1196.618,1196.618,83.0,5.145,427.0,0.779,0.779,0.811,0.808
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,3,1870.146,1870.146,1870.146,119.0,5.151,613.0,0.782,0.795,0.811,0.826
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,4,1755.382,1755.382,1755.382,117.0,5.556,650.0,0.769,0.776,0.809,0.815
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,5,1552.904,1552.904,1552.904,103.0,5.262,542.0,0.767,0.772,0.807,0.814
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,6,2010.896,2010.896,2010.896,122.0,5.467,667.0,0.757,0.746,0.803,0.795
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,7,1663.847,1663.847,1663.847,107.0,5.374,575.0,0.745,0.735,0.805,0.792
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,8,1576.812,1576.812,1576.812,95.0,5.032,478.0,0.749,0.748,0.802,0.798
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,9,1822.548,1822.548,1822.548,100.0,4.73,473.0,0.769,0.775,0.804,0.809
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,0,149.24,149.24,149.24,20.0,4.6,92.0,0.841,0.838,0.777,0.777
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,1,145.763,145.763,145.763,20.0,4.55,91.0,0.841,0.84,0.785,0.786
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,169.344,169.344,169.344,22.0,4.591,101.0,0.84,0.837,0.779,0.767
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,3,149.671,149.671,149.671,20.0,4.55,91.0,0.84,0.849,0.772,0.787
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,4,118.993,118.993,118.993,18.0,4.722,85.0,0.837,0.839,0.773,0.774
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,5,136.865,136.865,136.865,18.0,4.722,85.0,0.838,0.832,0.772,0.772
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,6,113.267,113.267,113.267,16.0,4.625,74.0,0.839,0.837,0.773,0.772
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,7,127.198,127.198,127.198,18.0,4.5,81.0,0.837,0.837,0.771,0.766
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,8,137.978,137.978,137.978,20.0,4.7,94.0,0.835,0.834,0.773,0.774
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,9,159.195,159.195,159.195,20.0,4.55,91.0,0.84,0.848,0.778,0.78
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,0,399.827,399.827,399.827,46.0,5.326,245.0,0.837,0.836,0.784,0.789
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,1,503.546,503.546,503.546,47.0,5.298,249.0,0.817,0.813,0.806,0.803
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,577.789,577.789,577.789,50.0,5.22,261.0,0.801,0.8,0.806,0.798
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,3,326.18,326.18,326.18,40.0,5.425,217.0,0.787,0.799,0.809,0.824
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,4,422.218,422.218,422.218,44.0,5.25,231.0,0.84,0.845,0.779,0.783
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,5,382.714,382.714,382.714,43.0,5.419,233.0,0.807,0.808,0.811,0.816
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,6,408.619,408.619,408.619,40.0,5.2,208.0,0.842,0.835,0.783,0.777
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,7,394.003,394.003,394.003,43.0,5.326,229.0,0.806,0.799,0.805,0.794
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,8,476.099,476.099,476.099,48.0,5.271,253.0,0.807,0.805,0.802,0.797
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,9,480.753,480.753,480.753,46.0,5.13,236.0,0.838,0.844,0.789,0.787
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,0,25.708,25.708,25.708,6.0,4.0,24.0,0.789,0.78,0.782,0.781
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,1,26.969,26.969,26.969,6.0,4.167,25.0,0.789,0.784,0.783,0.774
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,28.038,28.038,28.038,6.0,4.0,24.0,0.788,0.794,0.781,0.785
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,3,31.436,31.436,31.436,6.0,4.167,25.0,0.786,0.799,0.78,0.799
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,4,29.749,29.749,29.749,6.0,4.333,26.0,0.788,0.794,0.781,0.786
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,5,28.197,28.197,28.197,6.0,4.5,27.0,0.789,0.784,0.782,0.778
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,6,31.229,31.229,31.229,6.0,4.167,25.0,0.789,0.786,0.782,0.78
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,7,30.086,30.086,30.086,6.0,4.0,24.0,0.789,0.779,0.784,0.767
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,8,31.888,31.888,31.888,6.0,4.167,25.0,0.788,0.787,0.782,0.779
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,9,28.989,28.989,28.989,6.0,4.0,24.0,0.787,0.791,0.781,0.786
adult,2,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,0,51.923,51.923,51.923,10.0,4.8,48.0,0.789,0.784,0.799,0.8
